@relation 'pLoc-mGneg_combine: -C 8'

@attribute cat1 {0,1}
@attribute cat2 {0,1}
@attribute cat3 {0,1}
@attribute cat4 {0,1}
@attribute cat5 {0,1}
@attribute cat6 {0,1}
@attribute cat7 {0,1}
@attribute cat8 {0,1}
@attribute vec1 numeric
@attribute vec2 numeric
@attribute vec3 numeric
@attribute vec4 numeric
@attribute vec5 numeric
@attribute vec6 numeric
@attribute vec7 numeric
@attribute vec8 numeric

@data
1,0,0,0,0,0,0,0,0.96,0.16,0.42,0.02,0.01,0.00,0.01,0.50
0,0,0,0,0,0,0,1,0.63,0.03,0.46,0.07,0.01,0.00,0.01,0.94
0,0,0,0,0,0,0,1,0.69,0.14,0.07,0.04,0.00,0.00,0.00,0.94
0,0,0,0,0,0,0,1,0.75,0.38,0.46,0.29,0.50,0.16,0.00,0.94
0,1,0,0,0,0,0,0,0.86,0.97,0.15,0.92,0.01,0.08,0.00,0.94
0,0,0,0,0,0,0,1,0.38,0.03,0.54,0.07,0.01,0.00,0.01,0.94
0,0,0,0,0,0,0,1,0.35,0.03,0.46,0.07,0.01,0.00,0.01,0.94
1,0,0,0,0,0,0,0,1.00,0.20,0.07,0.02,0.00,0.00,0.00,0.10
0,0,0,0,0,0,0,1,0.96,0.16,0.14,0.04,0.00,0.00,0.00,0.94
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.33
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.16,0.38,0.02,0.00,0.00,0.00,0.16
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
0,0,0,0,0,0,0,1,0.96,0.33,0.07,0.04,0.00,0.00,0.00,1.00
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.16,0.50,0.02,0.00,0.00,0.00,0.15
1,0,0,0,0,0,0,0,1.00,0.20,0.14,0.02,0.00,0.00,0.00,0.16
1,0,0,0,0,0,0,0,1.00,0.16,0.66,0.15,0.00,0.00,0.00,0.94
0,0,1,0,0,0,0,0,0.96,0.16,0.96,0.07,0.00,0.00,0.02,0.50
0,0,1,0,0,0,0,0,0.62,0.14,1.00,0.08,0.00,0.00,0.09,0.01
0,0,1,0,0,0,0,0,0.69,0.14,1.00,0.07,0.01,0.00,0.02,0.55
0,0,0,0,0,0,0,1,0.15,0.03,0.38,0.04,0.00,0.00,0.00,0.94
0,0,0,0,0,0,0,1,0.18,0.13,0.66,0.40,0.00,0.00,0.00,1.00
0,0,0,1,0,0,0,0,0.48,0.18,0.34,1.00,0.01,0.08,0.00,0.20
0,0,0,1,0,0,0,0,0.48,0.88,0.34,1.00,0.01,0.08,0.00,0.33
1,0,0,0,0,0,0,0,1.00,0.38,0.29,0.43,0.00,0.43,0.00,0.10
0,0,0,0,0,0,0,1,0.05,0.03,0.96,0.04,0.00,0.00,0.02,0.94
0,1,0,0,0,0,0,0,0.77,1.00,0.07,0.29,0.50,0.16,0.00,0.05
1,0,0,0,0,0,0,0,1.00,0.50,0.32,0.02,0.00,0.00,0.00,0.16
0,1,0,0,0,0,0,0,0.77,0.97,0.64,0.20,0.00,0.00,0.00,0.50
0,1,0,0,0,0,0,0,0.77,0.97,0.07,0.04,0.00,0.00,0.00,0.25
1,0,0,0,0,0,0,0,1.00,0.25,0.13,0.33,0.00,0.00,0.00,0.22
0,0,1,0,0,0,0,0,0.16,0.14,1.00,0.05,0.00,0.00,0.09,0.01
0,0,0,0,0,0,0,1,0.77,0.50,0.33,0.04,0.00,0.00,0.00,0.94
0,0,1,0,0,0,0,0,0.38,0.03,0.96,0.07,0.01,0.00,0.02,0.57
0,0,0,0,0,0,0,1,0.25,0.09,0.90,0.04,0.00,0.00,0.00,0.94
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.99,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.16
1,0,0,0,0,0,0,0,0.96,0.16,0.66,0.15,0.00,0.00,0.00,0.18
0,0,1,0,0,0,0,0,0.27,0.08,1.00,0.83,0.00,0.00,0.02,0.20
0,0,0,1,0,0,0,0,0.27,0.13,0.34,0.92,0.01,0.08,0.00,0.20
0,0,0,0,0,0,0,1,0.27,0.13,0.46,0.33,0.00,0.00,0.00,0.94
1,0,0,0,0,0,0,0,1.00,0.16,0.38,0.02,0.00,0.00,0.00,0.16
1,0,0,0,0,0,0,0,0.96,0.16,0.13,0.02,0.00,0.00,0.00,0.11
0,1,0,0,0,0,0,0,0.77,0.97,0.22,0.56,0.02,0.00,0.00,0.02
0,0,1,0,0,0,0,0,0.35,0.25,0.96,0.56,0.33,0.00,0.33,0.32
0,0,1,0,0,0,0,0,0.38,0.07,1.00,0.14,0.00,0.00,0.04,0.40
0,0,1,0,0,0,0,0,0.60,0.09,1.00,0.27,0.00,0.00,0.02,0.20
0,0,0,0,0,0,0,1,0.19,0.11,0.52,0.42,0.00,0.00,0.00,1.00
0,0,1,0,0,0,0,0,0.77,0.16,0.96,0.02,0.00,0.00,0.02,0.17
1,0,0,0,0,0,0,0,0.96,0.20,0.07,0.02,0.00,0.00,0.00,0.11
0,0,1,0,0,0,0,0,0.96,0.16,1.00,0.19,0.00,0.00,0.02,0.26
0,0,1,0,0,0,0,0,0.30,0.02,1.00,0.02,0.00,0.00,0.06,0.10
0,0,1,0,0,0,0,0,0.62,0.06,1.00,0.15,0.00,0.00,0.02,0.26
0,0,0,1,0,0,0,0,0.05,0.25,0.22,0.92,0.02,0.08,0.00,0.04
0,0,1,0,0,0,0,0,0.38,0.02,1.00,0.05,0.00,0.00,0.02,0.01
0,0,1,0,0,0,0,0,0.62,0.07,1.00,0.27,0.00,0.00,0.02,0.20
0,0,1,0,0,0,0,0,0.38,0.02,1.00,0.05,0.00,0.00,0.02,0.01
0,0,1,0,0,0,0,0,0.18,0.04,1.00,0.20,0.00,0.00,0.02,0.14
0,1,0,0,0,0,0,0,0.86,0.97,0.13,0.03,0.00,0.00,0.00,0.11
1,0,0,0,0,0,0,0,0.96,0.16,0.50,0.02,0.00,0.00,0.00,0.02
0,0,1,0,0,0,0,0,0.68,0.14,1.00,0.05,0.00,0.00,0.09,0.02
0,1,0,0,0,0,0,0,0.77,0.97,0.22,0.56,0.02,0.00,0.00,0.02
0,0,1,0,0,0,0,0,0.69,0.15,1.00,0.02,0.00,0.00,0.07,0.20
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.29
0,0,1,0,0,0,0,0,0.60,0.02,1.00,0.14,0.00,0.00,0.02,0.08
1,0,0,0,0,0,0,0,0.96,0.20,0.34,0.33,0.00,0.00,0.00,0.86
0,0,0,1,0,0,0,0,0.69,0.14,0.07,0.92,0.01,0.08,0.00,0.10
0,1,0,0,0,0,0,0,0.86,1.00,0.07,0.13,0.00,0.00,0.00,0.11
0,0,1,0,0,0,0,0,0.60,0.02,1.00,0.15,0.00,0.00,0.02,0.18
0,0,0,1,0,0,0,0,0.86,0.97,0.34,0.92,0.02,0.08,0.00,0.94
1,0,0,0,0,0,0,0,1.00,0.20,0.25,0.25,0.00,0.00,0.06,0.38
0,0,0,0,0,0,0,1,0.41,0.22,0.68,0.05,0.01,0.00,0.05,0.94
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
0,0,1,0,0,0,0,0,0.35,0.02,0.96,0.01,0.01,0.00,0.02,0.32
0,0,1,0,0,0,0,0,0.96,0.16,0.96,0.02,0.00,0.00,0.02,0.10
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.16
1,0,0,0,0,0,0,0,1.00,0.16,0.50,0.05,0.01,0.00,0.04,0.07
0,1,0,0,0,0,0,0,0.86,0.97,0.07,0.03,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.16
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.16
1,0,0,0,0,0,0,0,1.00,0.16,0.71,0.07,0.00,0.00,0.06,0.26
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.38,0.02,0.00,0.00,0.00,0.38
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.10
0,0,1,0,0,0,0,0,0.27,0.08,1.00,0.31,0.00,0.00,0.02,0.20
0,0,1,0,0,0,0,0,0.30,0.02,1.00,0.06,0.00,0.00,0.02,0.13
0,0,0,0,0,0,0,1,0.88,0.13,0.46,0.25,0.01,0.00,0.06,1.00
1,0,1,0,0,0,0,0,1.00,0.16,1.00,0.08,0.01,0.00,0.60,0.33
1,0,0,0,0,0,0,0,1.00,0.16,0.86,0.07,0.00,0.00,0.01,0.26
0,0,0,0,0,0,0,1,0.35,0.03,0.38,0.04,0.01,0.00,0.01,0.94
0,0,1,0,0,0,0,0,0.38,0.02,1.00,0.08,0.00,0.00,0.02,0.08
0,0,1,0,0,0,0,0,0.35,0.02,1.00,0.01,0.01,0.00,0.02,0.32
0,0,1,0,0,0,0,0,0.19,0.07,0.96,0.27,0.00,0.00,0.02,0.50
0,0,1,0,0,0,0,0,0.46,0.02,1.00,0.17,0.00,0.00,0.02,0.02
0,0,1,0,0,0,0,0,0.22,0.07,1.00,0.27,0.00,0.00,0.02,0.26
0,0,0,0,0,0,0,1,0.33,0.04,0.64,0.20,0.00,0.00,0.00,0.94
0,0,0,0,0,0,0,1,0.33,0.07,0.66,0.27,0.00,0.00,0.00,1.00
0,0,1,0,0,0,0,0,0.50,0.07,1.00,0.33,0.00,0.00,0.02,0.50
0,0,0,1,0,0,0,0,0.48,0.18,0.34,0.92,0.01,0.08,0.00,0.20
0,0,1,0,0,0,0,0,0.35,0.03,1.00,0.07,0.20,0.00,0.20,0.32
0,0,1,0,0,0,0,0,0.41,0.04,0.96,0.05,0.01,0.00,0.04,0.07
0,0,0,0,0,0,0,1,0.88,0.03,0.50,0.04,0.01,0.00,0.01,0.94
1,0,0,0,0,0,0,0,0.96,0.16,0.54,0.07,0.01,0.00,0.01,0.32
1,0,1,0,0,0,0,0,1.00,0.17,0.96,0.07,0.00,0.00,0.02,0.33
0,0,0,0,0,0,0,1,0.30,0.17,0.68,0.33,0.00,0.00,0.01,1.00
0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.16,0.86,0.00,0.00,0.00
0,0,0,0,1,0,0,0,0.00,0.18,0.00,0.29,0.86,0.16,0.00,0.05
1,0,0,0,0,0,0,0,1.00,0.16,0.35,0.57,0.00,0.57,0.00,0.20
0,0,1,0,0,0,0,0,0.46,0.02,0.96,0.33,0.00,0.00,0.02,0.02
1,0,0,0,0,0,0,0,1.00,0.16,0.67,0.05,0.01,0.00,0.04,0.16
0,1,0,1,0,0,0,0,0.77,0.97,0.22,0.92,0.02,0.08,0.06,0.38
0,0,1,1,0,0,0,0,0.17,0.06,0.67,0.92,0.01,0.08,0.00,0.04
0,0,1,1,0,0,0,0,0.17,0.06,0.67,0.92,0.01,0.08,0.00,0.04
0,0,0,1,0,0,0,0,0.17,0.06,0.67,0.92,0.01,0.08,0.00,0.04
1,0,0,0,0,0,0,0,0.99,0.16,0.67,0.02,0.00,0.00,0.00,0.02
0,0,1,0,0,0,0,0,0.35,0.02,1.00,0.01,0.01,0.00,0.02,0.32
0,0,1,0,0,0,0,0,0.38,0.02,1.00,0.05,0.00,0.00,0.02,0.05
0,0,1,0,0,0,0,0,0.33,0.13,0.96,0.33,0.00,0.00,0.08,0.20
0,0,1,0,0,0,0,0,0.46,0.02,1.00,0.05,0.00,0.00,0.02,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.46,0.02,0.00,0.00,0.00,0.17
1,0,0,0,0,0,0,0,0.99,0.16,0.38,0.02,0.00,0.00,0.00,0.16
1,0,0,0,0,0,0,0,0.99,0.16,0.58,0.05,0.00,0.00,0.00,0.16
0,0,1,0,0,0,0,0,0.77,0.16,1.00,0.02,0.01,0.00,0.02,0.32
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
0,1,0,0,0,0,0,0,0.86,0.97,0.07,0.03,0.00,0.00,0.00,0.10
0,0,1,0,0,0,0,0,0.45,0.04,1.00,0.20,0.00,0.00,0.02,0.26
0,0,0,1,0,1,0,0,0.44,0.11,0.22,1.00,0.01,1.00,0.00,0.11
1,0,0,0,0,0,0,0,1.00,0.25,0.69,0.92,0.02,0.08,0.01,0.04
0,0,1,0,0,0,0,0,0.30,0.03,1.00,0.07,0.00,0.00,0.02,0.26
0,0,0,0,0,0,0,1,0.63,0.03,0.54,0.07,0.01,0.00,0.01,0.94
0,0,1,0,0,0,1,0,0.43,0.13,1.00,0.25,0.01,0.00,1.00,0.38
0,0,1,0,0,0,0,0,0.38,0.02,1.00,0.05,0.00,0.00,0.02,0.02
0,0,1,0,0,0,0,0,0.46,0.07,1.00,0.06,0.00,0.00,0.04,0.06
0,0,1,0,0,0,0,0,0.38,0.02,1.00,0.05,0.00,0.00,0.02,0.07
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
0,0,1,0,0,0,0,0,0.41,0.04,1.00,0.07,0.01,0.00,0.04,0.32
1,0,0,0,0,0,0,0,1.00,0.20,0.07,0.02,0.00,0.00,0.00,0.03
1,0,0,0,0,0,0,0,1.00,0.16,0.58,0.16,0.00,0.00,0.00,0.05
0,0,1,0,0,0,0,0,0.30,0.02,1.00,0.04,0.00,0.00,0.02,0.02
1,0,0,0,0,0,0,0,1.00,0.33,0.34,0.31,0.00,0.00,0.00,0.46
1,0,0,0,0,0,0,0,1.00,0.16,0.67,0.19,0.00,0.00,0.00,0.02
0,0,0,0,0,0,0,1,0.69,0.50,0.13,0.04,0.00,0.00,0.00,1.00
0,1,0,0,0,0,0,0,0.77,1.00,0.13,0.03,0.00,0.00,0.00,0.50
1,0,1,0,0,0,0,0,0.96,0.25,0.96,0.02,0.00,0.00,0.02,0.02
0,0,0,1,0,0,0,0,0.01,0.06,0.06,0.92,0.01,0.08,0.00,0.04
0,0,1,0,0,0,0,0,0.05,0.02,0.96,0.01,0.00,0.00,0.02,0.01
0,0,1,0,0,0,0,0,0.30,0.03,1.00,0.07,0.00,0.00,0.02,0.26
0,0,1,0,0,0,0,1,0.12,0.03,1.00,0.04,0.00,0.00,0.02,1.00
1,0,0,0,0,0,0,0,1.00,0.16,0.58,0.19,0.00,0.00,0.00,0.33
0,0,0,1,0,0,0,0,0.86,0.16,0.13,1.00,0.08,0.08,0.00,0.13
0,0,1,0,0,0,0,0,0.19,0.07,0.96,0.42,0.00,0.00,0.02,0.50
0,0,0,0,1,0,0,0,0.00,0.18,0.00,0.29,0.86,0.16,0.00,0.05
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.38,0.33,0.02,0.00,0.00,0.00,0.10
0,0,1,0,0,0,0,0,0.86,0.09,1.00,0.28,0.00,0.00,0.02,0.26
1,0,0,0,0,0,0,0,1.00,0.16,0.67,0.02,0.00,0.00,0.00,0.33
1,0,0,0,0,0,0,0,1.00,0.38,0.09,0.02,0.00,0.00,0.00,0.29
1,0,0,0,0,0,0,0,0.96,0.16,0.09,0.02,0.00,0.00,0.00,0.55
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.60,0.02,0.00,0.00,0.00,0.15
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.39
1,0,0,0,0,0,0,0,0.96,0.16,0.08,0.62,0.00,0.00,0.00,0.08
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.75,0.07,0.02,0.00,0.00,0.00,0.10
0,0,1,0,0,0,0,0,0.45,0.07,1.00,0.33,0.00,0.00,0.02,0.26
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.10
0,0,1,0,0,0,0,0,0.05,0.02,1.00,0.01,0.00,0.00,0.02,0.01
1,0,0,0,0,0,0,0,0.96,0.20,0.07,0.06,0.00,0.00,0.00,0.18
1,0,0,0,0,0,0,0,1.00,0.44,0.17,0.02,0.00,0.00,0.00,0.33
0,1,0,0,0,0,0,0,0.77,1.00,0.50,0.05,0.01,0.00,0.04,0.07
1,0,0,0,0,0,0,0,1.00,0.19,0.62,0.06,0.01,0.00,0.04,0.14
1,0,0,0,0,0,0,0,1.00,0.25,0.62,0.06,0.01,0.00,0.04,0.14
1,0,1,0,0,0,0,0,1.00,0.25,0.93,0.06,0.01,0.00,0.04,0.14
1,0,0,0,0,0,0,0,1.00,0.16,0.50,0.05,0.01,0.00,0.04,0.07
0,0,1,0,0,0,0,0,0.50,0.03,0.96,0.07,0.13,0.00,0.13,0.26
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,1.00,0.16,0.54,0.07,0.01,0.00,0.04,0.67
0,1,0,0,0,0,0,0,0.77,1.00,0.62,0.13,0.01,0.00,0.04,0.07
0,0,1,0,0,0,0,0,0.77,0.16,1.00,0.07,0.01,0.00,0.04,0.26
0,0,1,0,0,0,0,0,0.69,0.14,1.00,0.05,0.01,0.00,0.04,0.16
0,0,1,0,0,0,0,0,0.73,0.14,1.00,0.05,0.01,0.00,0.04,0.16
1,0,1,0,0,0,0,0,1.00,0.16,1.00,0.05,0.01,0.00,0.04,0.16
1,0,0,0,0,0,0,0,1.00,0.16,0.38,0.02,0.00,0.00,0.00,0.16
1,0,0,0,0,0,0,0,1.00,0.16,0.38,0.02,0.00,0.00,0.00,0.16
0,0,1,0,0,0,0,0,0.73,0.14,1.00,0.05,0.00,0.00,0.02,0.16
0,0,1,0,0,0,0,0,0.73,0.14,1.00,0.05,0.00,0.00,0.02,0.16
1,0,0,0,0,0,0,0,1.00,0.16,0.58,0.05,0.00,0.00,0.00,0.16
1,0,0,0,0,0,0,0,1.00,0.16,0.38,0.02,0.00,0.00,0.00,0.16
1,0,1,0,0,0,0,0,1.00,0.16,1.00,0.05,0.01,0.00,0.04,0.07
0,1,0,0,0,0,0,0,0.86,1.00,0.14,0.03,0.00,0.00,0.00,0.16
0,0,1,0,0,0,0,0,0.77,0.16,1.00,0.20,0.00,0.00,0.02,0.20
0,0,1,0,0,0,0,0,0.50,0.09,1.00,0.28,0.00,0.00,0.04,0.26
0,1,0,0,0,0,0,0,0.86,0.97,0.22,0.56,0.02,0.00,0.00,0.11
0,1,1,0,0,0,0,0,0.25,1.00,1.00,0.56,0.02,0.00,0.02,0.33
1,0,0,0,0,0,0,0,1.00,0.16,0.14,0.02,0.00,0.00,0.00,0.02
0,0,0,0,0,0,0,1,0.40,0.03,0.50,0.07,0.01,0.00,0.01,1.00
1,0,0,0,0,0,0,0,0.96,0.16,0.69,0.20,0.00,0.00,0.01,0.02
0,0,0,0,0,0,0,1,0.77,0.16,0.07,0.04,0.00,0.00,0.00,1.00
0,0,1,0,0,0,0,0,0.40,0.03,1.00,0.07,0.01,0.00,0.02,0.33
0,0,0,1,0,0,0,0,0.05,0.25,0.22,1.00,0.02,0.08,0.00,0.04
0,0,1,1,0,0,0,0,0.05,0.25,0.22,0.56,0.02,0.00,0.00,0.02
0,0,0,1,0,0,0,0,0.41,0.25,0.60,1.00,0.11,0.08,0.25,0.46
0,0,0,0,0,0,0,1,0.40,0.41,0.46,0.07,0.01,0.00,0.01,0.94
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.20,0.07,0.02,0.00,0.00,0.00,0.11
0,0,1,0,0,0,0,0,0.38,0.04,1.00,0.20,0.00,0.00,0.02,0.13
1,0,0,0,0,0,0,0,1.00,0.16,0.13,0.02,0.00,0.00,0.00,0.40
1,0,0,0,0,0,0,0,1.00,0.16,0.50,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.38,0.17,0.02,0.00,0.00,0.00,0.25
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
0,1,0,0,0,0,0,0,0.86,1.00,0.14,0.03,0.00,0.00,0.00,0.32
1,0,0,0,0,0,0,0,0.96,0.20,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,0.96,0.20,0.07,0.02,0.00,0.00,0.00,0.03
1,0,0,0,0,0,0,0,1.00,0.20,0.62,0.06,0.01,0.00,0.04,0.18
1,0,0,0,0,0,0,0,1.00,0.16,0.69,0.27,0.01,0.00,0.04,0.20
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.20,0.07,0.02,0.00,0.00,0.00,0.11
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.46,0.07,0.01,0.00,0.01,0.49
0,0,1,0,0,0,0,0,0.56,0.33,0.96,0.42,0.00,0.00,0.19,0.39
1,0,0,0,0,0,0,0,0.96,0.16,0.40,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.16,0.50,0.05,0.01,0.00,0.04,0.50
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
0,0,1,0,0,0,0,0,0.67,0.25,1.00,0.33,0.00,0.00,0.02,0.20
0,1,0,0,0,0,0,0,0.86,1.00,0.32,0.03,0.00,0.00,0.00,0.25
1,0,0,0,0,0,0,0,1.00,0.16,0.17,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.20,0.07,0.02,0.00,0.00,0.00,0.03
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
0,0,1,0,0,0,0,0,0.38,0.02,1.00,0.05,0.00,0.00,0.02,0.02
1,0,0,0,0,0,0,0,0.99,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.38,0.33,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,1.00,0.16,0.58,0.05,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.20,0.07,0.06,0.00,0.00,0.00,0.18
1,0,0,0,0,0,0,0,1.00,0.38,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.50
1,0,0,0,0,0,0,0,0.96,0.25,0.29,0.43,0.00,0.43,0.00,0.20
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.69,0.33,0.01,0.00,0.04,0.15
1,0,0,0,0,0,0,0,0.99,0.16,0.58,0.07,0.01,0.00,0.01,0.32
1,0,0,0,0,0,0,0,0.96,0.16,0.46,0.07,0.01,0.00,0.01,0.49
0,0,1,0,0,0,0,0,0.41,0.07,1.00,0.30,0.01,0.00,0.04,0.13
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
0,0,1,0,0,0,0,0,0.92,0.09,1.00,0.16,0.01,0.00,0.04,0.26
1,0,0,0,0,0,0,0,0.96,0.50,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,1.00,0.38,0.46,0.07,0.00,0.00,0.00,0.26
1,0,0,0,0,0,0,0,1.00,0.71,0.58,0.05,0.00,0.00,0.00,0.29
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,0.96,0.20,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,1.00,0.16,0.67,0.19,0.00,0.00,0.00,0.05
1,0,0,0,0,0,0,0,1.00,0.20,0.40,0.16,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,1.00,0.33,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,0.96,0.16,0.40,0.02,0.00,0.00,0.00,0.15
0,1,0,0,0,0,0,0,0.86,1.00,0.14,0.03,0.00,0.00,0.00,0.33
1,0,0,0,0,0,0,0,0.96,0.20,0.07,0.02,0.00,0.00,0.00,0.03
1,0,0,0,0,0,0,0,1.00,0.16,0.68,0.27,0.00,0.00,0.01,0.50
1,0,0,0,0,0,0,0,0.96,0.16,0.34,0.02,0.01,0.00,0.01,0.32
0,0,0,0,0,0,0,1,0.35,0.03,0.50,0.04,0.01,0.00,0.01,0.94
0,0,0,0,0,0,0,1,0.22,0.50,0.46,0.07,0.00,0.00,0.00,1.00
1,0,0,0,0,0,0,0,0.96,0.16,0.93,0.02,0.00,0.00,0.02,0.02
1,0,0,0,0,0,0,0,1.00,0.44,0.60,0.02,0.20,0.00,0.20,0.24
1,0,0,0,0,0,0,0,0.96,0.16,0.13,0.02,0.00,0.00,0.00,0.40
1,0,0,0,0,0,0,0,1.00,0.20,0.07,0.02,0.00,0.00,0.00,0.11
0,0,0,1,0,0,0,1,0.86,0.25,0.62,1.00,0.08,0.08,0.04,1.00
1,0,0,0,0,0,0,0,1.00,0.38,0.14,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
0,0,0,0,0,0,0,1,0.09,0.03,0.03,0.04,0.00,0.00,0.00,1.00
1,0,0,0,0,0,0,0,0.96,0.16,0.14,0.02,0.00,0.00,0.00,0.02
